step,scf_accuracy_ry
15,5.4e-06
16,1.673e-05
17,2.8e-06
18,9.1e-07
19,1.26e-06
20,3e-07
21,2.2e-07
22,1.8e-07
23,2.5e-07
24,4.9e-07
25,5e-08
26,8e-08
27,4e-08
28,3e-08
29,4e-08
30,4e-08
31,2e-08
32,4.9e-09
1,0.00429773
2,0.00404694
3,0.01261494
4,0.00647382
5,0.00035384
6,0.00028227
7,0.00017509
8,0.00017283
9,0.0002213
10,5.882e-05
11,2.132e-05
12,2.126e-05
13,4.102e-05
14,8.89e-06
15,5.65e-06
16,1.401e-05
17,9.3e-07
18,6.1e-07
19,3.6e-07
20,2e-07
21,2.9e-07
22,1.5e-07
23,5.2e-07
24,1.4e-07
25,5e-08
26,1e-07
27,2e-08
28,3e-08
29,1e-08
